usuario_id,mes_referencia,renda_mensal,total_despesas,percentual_renda_comprometida,nivel_endividamento_pct,taxa_poupanca_pct,percentual_despesas_fixas,percentual_gastos_nao_essenciais,quantidade_despesas_recorrentes,quantidade_transacoes_despesa,variacao_despesas_pct,reserva_em_meses,score_financeiro,perfil_financeiro,confianca_perfil,fatores_risco,fatores_positivos,regra_rotulacao,split,fonte
USR000553,2025-11,7320.67,6151.78,84.03,17.48,5.92,52.32,1.9,6,10,-16.87,3.08,82.0,SAUDAVEL,0.6878,renda_comprometida|baixa_taxa_poupanca,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000554,2025-11,12584.9,9529.76,75.72,21.67,17.23,9.0,71.79,4,14,31.01,25.23,81.0,SAUDAVEL,0.669,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000555,2025-11,5515.62,5144.95,93.28,53.72,2.81,75.66,18.33,3,7,-32.12,0.06,28.0,EM_RISCO,0.8615,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000556,2025-11,3610.64,3678.49,101.88,18.15,9.12,48.19,27.62,4,9,10.28,3.88,60.0,EM_OBSERVACAO,0.7567,despesas_acima_da_renda|gastos_nao_essenciais_em_atencao,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000557,2025-11,15715.13,14702.42,93.56,23.25,9.48,41.41,22.49,2,6,45.13,1.42,61.0,EM_OBSERVACAO,0.6862,renda_muito_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000558,2025-11,1728.23,1824.76,105.59,52.84,3.0,27.49,10.61,5,12,15.3,0.79,22.0,EM_RISCO,0.8598,despesas_acima_da_renda|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000559,2025-11,4242.7,3551.43,83.71,41.06,3.6,23.24,40.58,3,14,-12.22,4.03,52.0,EM_OBSERVACAO,0.5965,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000560,2025-11,6678.61,4697.54,70.34,36.37,9.4,30.8,63.24,3,6,-17.39,6.08,76.0,SAUDAVEL,0.5767,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000561,2025-11,4517.04,3385.49,74.95,36.42,8.9,65.08,28.73,3,10,-7.98,0.86,61.0,EM_OBSERVACAO,0.7945,renda_comprometida|endividamento_moderado|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000562,2025-11,3644.25,2602.53,71.41,2.55,18.07,49.38,17.54,6,11,42.88,18.33,100.0,SAUDAVEL,0.9613,renda_comprometida,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000563,2025-11,3019.62,2409.67,79.8,46.03,4.17,17.12,82.88,2,6,2.64,8.14,57.0,EM_OBSERVACAO,0.6818,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000564,2025-11,12855.46,9490.04,73.82,17.18,4.25,31.9,67.38,4,7,18.31,3.49,72.0,EM_OBSERVACAO,0.6102,renda_comprometida|baixa_taxa_poupanca|gastos_nao_essenciais_altos,baixo_endividamento|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000565,2025-11,5879.2,3929.6,66.84,4.6,14.23,43.09,45.97,2,5,-12.55,14.24,95.0,SAUDAVEL,0.8551,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000566,2025-11,7498.7,5060.95,67.49,19.23,20.26,33.75,15.63,2,4,21.41,11.62,100.0,SAUDAVEL,0.9259,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000567,2025-11,3685.4,3794.39,102.96,65.12,2.87,76.92,23.08,2,5,-7.22,0.39,5.0,EM_RISCO,0.9264,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000568,2025-11,2577.2,2198.54,85.31,34.85,4.49,81.08,8.87,3,5,-4.39,3.84,61.0,EM_OBSERVACAO,0.7613,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000569,2025-11,6270.92,4387.18,69.96,7.37,13.69,99.25,0.75,3,4,6.89,10.11,100.0,SAUDAVEL,0.8902,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000570,2025-11,5798.23,4171.88,71.95,13.11,13.53,22.12,55.5,3,8,4.99,14.68,85.0,SAUDAVEL,0.7086,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000571,2025-11,5003.83,3364.1,67.23,23.95,4.38,36.74,4.91,5,9,-12.98,6.6,88.0,SAUDAVEL,0.7382,endividamento_moderado|baixa_taxa_poupanca,despesas_controladas|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000572,2025-11,8317.57,6824.5,82.05,23.78,7.84,45.47,10.71,3,6,-1.65,3.48,73.0,EM_OBSERVACAO,0.6176,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000573,2025-11,6640.76,3869.6,58.27,6.28,11.55,75.18,11.06,1,4,-18.99,10.81,100.0,SAUDAVEL,0.9671,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000574,2025-11,7294.01,4280.5,58.69,21.24,15.78,66.63,30.61,3,8,18.76,7.83,96.0,SAUDAVEL,0.8736,endividamento_moderado|gastos_nao_essenciais_em_atencao,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000575,2025-11,4936.75,4563.04,92.43,40.83,9.64,39.37,60.63,2,4,22.96,1.2,40.0,EM_RISCO,0.694,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000576,2025-11,5536.08,3459.17,62.48,10.4,16.95,28.76,45.83,4,8,23.23,10.39,100.0,SAUDAVEL,0.941,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000577,2025-11,6317.12,3241.26,51.31,11.86,18.97,59.57,5.46,4,9,-32.88,18.4,100.0,SAUDAVEL,0.9282,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000578,2025-11,2374.57,2472.43,104.12,40.22,10.57,46.82,20.32,3,5,16.35,1.11,37.0,EM_RISCO,0.7488,despesas_acima_da_renda|endividamento_alto|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000579,2025-11,3769.83,4143.84,109.92,63.5,1.82,47.68,21.15,4,5,8.29,0.06,5.0,EM_RISCO,0.905,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000580,2025-11,4493.74,2382.53,53.02,0.0,12.52,68.11,24.73,4,8,18.59,18.15,100.0,SAUDAVEL,0.943,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000581,2025-11,2282.45,1724.24,75.54,26.93,6.89,30.54,69.46,3,7,-18.25,4.09,63.0,EM_OBSERVACAO,0.7443,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000582,2025-11,12977.7,9512.98,73.3,9.91,12.02,83.95,16.05,2,6,8.87,9.04,95.0,SAUDAVEL,0.8798,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000583,2025-11,5182.06,3921.26,75.67,19.53,7.2,12.87,10.96,3,6,7.36,0.57,67.0,EM_OBSERVACAO,0.695,renda_comprometida|baixa_taxa_poupanca|sem_reserva_adequada,baixo_endividamento,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000584,2025-11,5588.37,5089.88,91.08,29.17,9.66,55.04,44.96,2,4,-14.67,3.08,59.0,EM_OBSERVACAO,0.6717,renda_muito_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000585,2025-11,2405.34,2269.17,94.34,35.78,6.88,49.12,0.0,2,4,33.5,3.91,61.0,EM_OBSERVACAO,0.723,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000586,2025-11,6051.45,5996.69,99.1,47.09,1.62,96.19,3.81,2,6,-27.12,0.0,28.0,EM_RISCO,0.8972,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000587,2025-11,4348.97,4709.07,108.28,74.78,0.5,20.06,42.6,3,10,-2.19,1.15,2.0,EM_RISCO,0.901,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000588,2025-11,2491.11,2308.58,92.67,42.69,0.78,45.49,0.0,2,4,-12.73,0.6,28.0,EM_RISCO,0.9103,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000589,2025-11,3344.6,1808.46,54.07,13.97,15.87,12.88,0.0,3,4,-21.46,12.55,100.0,SAUDAVEL,0.9129,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000590,2025-11,1900.71,1339.5,70.47,3.66,10.82,51.09,36.43,2,4,-0.57,4.86,80.0,SAUDAVEL,0.6633,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000591,2025-11,7675.63,5056.77,65.88,6.82,11.99,69.48,19.61,4,9,-2.58,13.97,100.0,SAUDAVEL,0.9585,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000592,2025-11,9357.24,5865.0,62.68,18.15,17.89,58.65,41.35,1,4,19.05,12.36,100.0,SAUDAVEL,0.9344,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000593,2025-11,9938.82,5813.72,58.5,2.62,14.17,18.89,27.81,3,6,4.0,16.22,100.0,SAUDAVEL,0.9421,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000594,2025-11,4592.21,4649.14,101.24,61.86,2.28,41.57,58.43,6,10,-12.48,0.71,0.0,EM_RISCO,0.89,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000595,2025-11,9893.0,8209.93,82.99,34.75,5.16,28.98,38.13,3,10,-0.93,3.98,63.0,EM_OBSERVACAO,0.7091,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000596,2025-11,3258.58,3073.71,94.33,50.17,10.37,36.43,5.56,6,13,15.44,4.06,58.0,EM_OBSERVACAO,0.6569,renda_muito_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000597,2025-11,2269.86,1733.31,76.36,8.39,14.15,47.36,15.63,7,14,24.1,6.34,95.0,SAUDAVEL,0.8749,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000598,2025-11,7554.9,4959.57,65.65,9.18,18.19,56.95,0.0,3,6,40.8,11.44,100.0,SAUDAVEL,0.9778,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000599,2025-11,8715.75,7608.51,87.3,21.64,3.93,67.7,18.26,1,4,-2.3,3.04,61.0,EM_OBSERVACAO,0.718,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000600,2025-11,8123.46,4781.54,58.86,21.14,16.1,36.51,43.84,5,9,-11.05,18.59,91.0,SAUDAVEL,0.8218,endividamento_moderado|gastos_nao_essenciais_altos,despesas_controladas|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000601,2025-11,6366.03,5904.73,92.75,41.58,5.31,38.17,43.11,5,9,5.74,4.2,40.0,EM_RISCO,0.7183,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000602,2025-11,5360.65,3604.72,67.24,52.45,10.6,41.13,47.69,5,11,0.97,1.38,62.0,EM_OBSERVACAO,0.7529,endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000603,2025-11,5045.63,2951.77,58.5,6.89,15.51,22.64,77.36,2,4,-0.09,16.48,100.0,SAUDAVEL,0.903,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000604,2025-11,4351.45,4449.8,102.26,55.85,9.0,59.2,34.23,3,7,16.88,4.4,40.0,EM_RISCO,0.6943,despesas_acima_da_renda|endividamento_alto|gastos_nao_essenciais_em_atencao,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000605,2025-11,9382.94,7445.18,79.35,48.32,8.47,61.25,16.32,4,6,12.24,0.95,55.0,EM_OBSERVACAO,0.6626,renda_comprometida|endividamento_alto|sem_reserva_adequada,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000606,2025-11,1730.12,1680.14,97.11,37.08,4.49,29.05,39.62,2,6,-12.57,3.44,51.0,EM_OBSERVACAO,0.5932,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_altos,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000607,2025-11,2757.4,2600.27,94.3,49.8,1.54,73.47,0.0,3,4,-19.59,0.08,28.0,EM_RISCO,0.8953,renda_muito_comprometida|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000608,2025-11,5002.16,4245.31,84.87,29.58,7.43,61.42,16.52,3,7,5.48,1.34,65.0,EM_OBSERVACAO,0.705,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000609,2025-11,5270.56,3792.39,71.95,42.14,10.15,64.93,29.38,3,5,-17.05,2.08,57.0,EM_OBSERVACAO,0.6639,renda_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_em_atencao,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000610,2025-11,15455.04,16805.14,108.74,48.19,0.02,10.83,58.64,2,11,-0.77,0.82,5.0,EM_RISCO,0.9278,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000611,2025-11,5712.61,4395.38,76.94,20.89,15.56,53.89,46.11,3,6,15.45,9.73,81.0,SAUDAVEL,0.7059,renda_comprometida|endividamento_moderado|gastos_nao_essenciais_altos,boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000612,2025-11,6071.36,7587.43,124.97,68.71,2.16,47.96,0.0,4,6,11.52,0.04,5.0,EM_RISCO,0.9009,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000613,2025-11,5431.43,3895.91,71.73,23.61,5.86,32.49,63.03,2,6,-1.47,2.52,55.0,EM_OBSERVACAO,0.6257,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000614,2025-11,1934.09,2135.14,110.39,67.67,1.68,27.26,23.01,1,7,-1.47,0.93,5.0,EM_RISCO,0.928,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000615,2025-11,2946.21,1998.9,67.85,6.21,16.12,79.15,0.0,3,8,-13.91,14.69,100.0,SAUDAVEL,0.9359,nenhum_relevante,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000616,2025-11,5259.97,4842.55,92.06,36.94,9.77,67.08,21.79,1,5,41.93,2.28,61.0,EM_OBSERVACAO,0.7187,renda_muito_comprometida|endividamento_moderado|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000617,2025-11,4383.26,5642.85,128.74,75.24,1.03,26.74,46.4,3,10,-1.51,0.06,0.0,EM_RISCO,0.9284,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000618,2025-11,4495.88,3401.86,75.67,23.26,4.79,61.9,29.0,2,7,-15.09,3.06,68.0,EM_OBSERVACAO,0.6935,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000619,2025-11,10277.54,7594.54,73.89,43.2,5.58,90.86,9.14,2,4,24.32,2.43,54.0,EM_OBSERVACAO,0.6484,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000620,2025-11,6477.44,6074.34,93.78,71.68,0.42,65.19,25.02,3,7,-19.11,0.14,13.0,EM_RISCO,0.9241,renda_muito_comprometida|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_em_atencao,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000621,2025-11,3564.43,3063.45,85.94,30.73,5.5,25.52,30.08,3,6,9.24,3.08,56.0,EM_OBSERVACAO,0.6662,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|gastos_nao_essenciais_em_atencao,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000622,2025-11,7558.58,5867.35,77.63,41.38,5.6,54.51,19.56,3,6,-40.19,4.93,62.0,EM_OBSERVACAO,0.7837,renda_comprometida|endividamento_alto|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000623,2025-11,2715.36,1891.85,69.67,3.92,19.2,51.56,38.78,2,6,9.53,5.09,95.0,SAUDAVEL,0.8977,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|boa_taxa_poupanca|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000624,2025-11,2924.97,3291.1,112.52,78.25,2.46,28.19,40.75,3,10,-12.85,0.2,0.0,EM_RISCO,0.9552,despesas_acima_da_renda|endividamento_muito_alto|poupanca_insuficiente|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000625,2025-11,4284.83,3443.88,80.37,44.74,10.05,26.78,0.0,4,6,-5.2,0.82,55.0,EM_OBSERVACAO,0.6486,renda_comprometida|endividamento_alto|sem_reserva_adequada,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000626,2025-11,16013.82,12624.43,78.83,20.09,4.62,54.89,41.56,3,6,15.99,2.94,55.0,EM_OBSERVACAO,0.6349,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000627,2025-11,1403.23,1196.54,85.27,49.77,8.49,30.76,13.31,4,7,24.38,1.53,50.0,EM_OBSERVACAO,0.5575,renda_muito_comprometida|endividamento_alto|reserva_baixa,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000628,2025-11,2607.99,2113.19,81.03,41.95,5.48,47.91,52.09,2,6,21.37,1.07,44.0,EM_RISCO,0.7,renda_comprometida|endividamento_alto|baixa_taxa_poupanca|reserva_baixa|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000629,2025-11,8929.99,5327.3,59.66,8.33,10.38,21.93,42.21,2,5,-3.1,5.91,90.0,SAUDAVEL,0.7969,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000630,2025-11,5677.93,5081.01,89.49,16.33,9.48,51.6,3.19,5,9,-9.53,0.79,63.0,EM_OBSERVACAO,0.7531,renda_muito_comprometida|sem_reserva_adequada,baixo_endividamento|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000631,2025-11,3012.41,1888.34,62.69,11.64,14.92,24.75,22.42,3,9,0.96,21.53,100.0,SAUDAVEL,0.9146,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000632,2025-11,6368.0,6418.58,100.79,21.44,6.58,83.79,8.14,2,5,34.03,0.6,33.0,EM_RISCO,0.7843,despesas_acima_da_renda|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000633,2025-11,5914.25,4048.54,68.45,51.56,8.75,36.92,57.18,2,4,-20.57,1.78,62.0,EM_OBSERVACAO,0.7233,endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,despesas_controladas|poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000634,2025-11,11924.54,8880.99,74.48,11.55,10.33,70.36,3.18,4,9,-0.68,8.22,95.0,SAUDAVEL,0.8526,renda_comprometida,baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000635,2025-11,3111.8,3306.46,106.26,47.34,2.84,68.49,15.79,3,7,-10.82,0.45,15.0,EM_RISCO,0.9147,despesas_acima_da_renda|endividamento_alto|poupanca_insuficiente|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000636,2025-11,3209.52,3041.8,94.77,45.44,8.5,35.34,5.2,4,8,0.28,3.24,58.0,EM_OBSERVACAO,0.713,renda_muito_comprometida|endividamento_alto,poupanca_regular|reserva_adequada,SCORE_SINTETICO_V1,VALIDATION,SINTETICO
USR000637,2025-11,2961.12,2111.78,71.32,10.78,16.33,41.99,50.85,2,4,15.37,7.63,90.0,SAUDAVEL,0.7797,renda_comprometida|gastos_nao_essenciais_altos,baixo_endividamento|boa_taxa_poupanca|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000638,2025-11,6127.75,3321.83,54.21,16.37,12.01,58.78,29.78,1,5,-12.8,8.76,100.0,SAUDAVEL,0.9622,gastos_nao_essenciais_em_atencao,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000639,2025-11,5901.84,3322.0,56.29,0.0,11.46,19.76,66.09,4,9,-2.43,8.6,95.0,SAUDAVEL,0.8988,gastos_nao_essenciais_altos,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TEST,SINTETICO
USR000640,2025-11,4307.54,2137.6,49.62,10.54,10.29,31.21,7.06,2,7,-42.17,13.23,100.0,SAUDAVEL,0.9049,nenhum_relevante,despesas_controladas|baixo_endividamento|poupanca_regular|reserva_robusta,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000641,2025-11,4683.72,4616.39,98.56,21.13,5.79,36.64,16.44,6,14,-10.08,2.59,53.0,EM_OBSERVACAO,0.68,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca|reserva_baixa,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000642,2025-11,3952.81,3411.48,86.31,41.09,8.66,43.44,39.21,3,10,-4.24,1.98,40.0,EM_RISCO,0.6903,renda_muito_comprometida|endividamento_alto|reserva_baixa|gastos_nao_essenciais_altos,poupanca_regular,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000643,2025-11,2980.4,2297.43,77.08,23.65,6.49,53.45,46.55,3,5,-32.5,0.67,48.0,EM_RISCO,0.602,renda_comprometida|endividamento_moderado|baixa_taxa_poupanca|sem_reserva_adequada|gastos_nao_essenciais_altos,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000644,2025-11,9489.14,9257.82,97.56,46.71,3.16,48.22,10.18,1,5,0.19,0.25,35.0,EM_RISCO,0.8426,renda_muito_comprometida|endividamento_alto|baixa_taxa_poupanca|sem_reserva_adequada,nenhum_relevante,SCORE_SINTETICO_V1,TRAIN,SINTETICO
USR000645,2025-11,7229.28,7090.1,98.07,34.91,3.46,78.23,12.48,3,5,-8.59,3.2,61.0,EM_OBSERVACAO,0.7066,renda_muito_comprometida|endividamento_moderado|baixa_taxa_poupanca,reserva_adequada,SCORE_SINTETICO_V1,TRAIN,SINTETICO
